name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
AQUA ALLIANCE INC,AAI1,823556,009058108 038367108,NYSEMKT,True,Domestic Common Stock,Industrials,Engineering & Construction,8711,Services,Services-Engineering Services,,Business Services,USD,Massachusetts; U.S.A,bf03cfa3b18ed73729a7466db5a5cf00
ALTISOURCE ASSET MANAGEMENT CORP,AAMC,1555074,02153X108,NYSEMKT,False,Domestic Common Stock,Financial Services,Mortgage Finance,6500,Finance Insurance And Real Estate,Real Estate,,Real Estate,USD,Virgin Islands; U.S.,21b1152d52ce7419de10c97be1fcbb16
ALMADEN MINERALS LTD,AAUAF,1015647,020283305 020283107,NYSEMKT,True,ADR Common Stock,Basic Materials,Gold,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,99e756f7381b2340e49212221fca0d58
AUTOBOND ACCEPTANCE CORP,ABD1,1014747,052918109,NYSEMKT,True,Domestic Common Stock,Financial Services,Credit Services,6141,Finance Insurance And Real Estate,Personal Credit Institutions,,Banking,USD,Texas; U.S.A,aaaccfbbadee20b93e16ef6536770835
ACUSON CORP,ACN1,717014,005113105,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Devices,3845,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment,USD,California; U.S.A,b487add7e194363a44c8e62ebd96b714
AMERICAN COMMUNITY NEWSPAPERS INC,ACNI,1321544,02520T103 22274N102 22274N201 02520T202,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Publishing,2711,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing,USD,Texas; U.S.A,c1657a543fb8d0a7cde2f9390f1257b1
ACME UNITED CORP,ACU,2098,004816104,NYSEMKT,False,Domestic Common Stock,Consumer Defensive,Household & Personal Products,3420,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials,USD,Connecticut; U.S.A,6e86dffebbb0a62b68d6f2333edae644
AMERICAN DEFENSE SYSTEMS INC,ADFS,1260996,025351107,NYSEMKT,True,Domestic Common Stock,Industrials,Electrical Equipment & Parts,3790,Manufacturing,Miscellaneous Transportation Equipment,,Automobiles and Trucks,USD,North Carolina; U.S.A,0d2ed6f71e7d13246abc5c4a5299e7fc
AMERICAN DG ENERGY INC,ADGE,1378706,025398108,NYSEMKT,True,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,Massachusetts; U.S.A,b7419cb340c9b57c2225edf422f268dd
ALLIED DEFENSE GROUP INC,ADGI1,3952,019118108 019483106,NYSEMKT,True,Domestic Common Stock,Industrials,Aerospace & Defense,3480,Manufacturing,Ordnance & Accessories (No Vehicles/Guided Missiles),,Defense,USD,Virginia; U.S.A,688d9c251cffcfcdd689dbd1052ee570
ALLIED DIGITAL TECHNOLOGIES CORP,ADK1,933151,01912P109,NYSEMKT,True,Domestic Common Stock,Technology,Information Technology Services,3652,Manufacturing,Phonograph Records & Prerecorded Audio Tapes & Disks,,Recreation,USD,New York; U.S.A,43ee9980c3c6f9c3ca067267572b635c
AULT DISRUPTIVE TECHNOLOGIES CORP,ADRT,1864032,05150A104,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Nevada; U.S.A,4e903eee74dfc074ab12e14f1d52d56e
ADAMS RESOURCES & ENERGY INC,AE,2178,006351308,NYSEMKT,False,Domestic Common Stock,Energy,Oil & Gas Refining & Marketing,5172,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),,Wholesale,USD,Texas; U.S.A,07584b5434a9b810eea2a3dfdef75bc3
AEON BIOPHARMA INC,AEON,1837607,74275N102 00791X100,NYSEMKT,False,Domestic Common Stock Primary Class,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,California; U.S.A,7ac1aa50d82d2986ef904ef1d3974410
AEGIS REALTY INC,AER1,1043324,00760P104,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,f0bef386aadbbab4ea5406356d194ef0
AMERICAN OIL & GAS INC,AEZ,1120916,028723104,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,New York; U.S.A,e4a98dd03d2c280027d1c03a4d175c20
AMERICAN FARMLAND CO,AFCO,1474777,02589Y100,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,e95aecb424665daed3f586b7444312b4
ALARMGUARD HOLDINGS INC,AGD2,319250,011649100 896757101,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5900,Retail Trade,Retail-Miscellaneous Retail,,Retail,USD,Connecticut; U.S.A,b13f3426bd57da44ac4565bd80cadadf
AG&E HOLDINGS INC,AGNUQ,105608,949765101 00108M102,NYSEMKT,True,Domestic Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Nevada; U.S.A,d75430698eee64c41c695f0dcfd68774
ALLIED SYSTEMS HOLDINGS INC,AHIZQ,909950,019223106,NYSEMKT,True,Domestic Common Stock,Industrials,Trucking,4213,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),,Transportation,USD,Georgia; U.S.A,926a9f904f9a082ba46d9828f5ba4ef5
ATC HEALTHCARE INC,AHNA,720480,00209C102 852377308,NYSEMKT,True,Domestic Common Stock,Industrials,Staffing & Employment Services,7363,Services,Services-Help Supply Services,,Business Services,USD,New York; U.S.A,03b1ffc5d89a3393398a67570d495f74
ATSI COMMUNICATIONS INC,AI1,1014052,00209G103 03018P108 25375L206 25375L107 00209G202,NYSEMKT,True,Domestic Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Texas; U.S.A,d00da5dc25949a95a49387f49fd751e2
AMERICAN INSURED MORTGAGE INVESTORS,AIA1,724533,026862102,NYSEMKT,True,Domestic Common Stock,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,USD,Maryland; U.S.A,cf16f1e6899f30c0f1979c38e473e5e6
ABLEST INC,AIH1,46653,00371W100 423076108,NYSEMKT,True,Domestic Common Stock,Industrials,Staffing & Employment Services,7363,Services,Services-Help Supply Services,,Business Services,USD,Florida; U.S.A,ddc3b2c339a20fd5fc15e1d5ef57017f
AMERICAN INSURED MORTGAGE INVESTORS SERIES 85 L P,AII,753281,02686E106,NYSEMKT,True,Domestic Common Stock,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,USD,Maryland; U.S.A,a9f5ea0dd09b6f34b75c95ca7865e6d3
ACRE REALTY INVESTORS INC,AIII,1011109,00489F106 769900101,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,86dd63dc698d07e60cbe6c63230f2944
AMERICAN INSURED MORTGAGE INVESTORS L P SERIES 86,AIJ,784014,02686F103,NYSEMKT,True,Domestic Common Stock,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,USD,Maryland; U.S.A,3fba9c96383ff7bf5968fd7c8a0ffcc0
AMERICAN INSURED MORTGAGE INVESTORS L P SERIES 88,AIK,811437,02686G101,NYSEMKT,True,Domestic Common Stock,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,USD,Maryland; U.S.A,d0eacdacdc88a8bf7261e4f8486d5cc9
AIM IMMUNOTECH INC,AIM,946644,00901B105 42366C103 42366C301 42366C509,NYSEMKT,False,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,Florida; U.S.A,3bf58fb5b57c60617dcef72370eb34ee
AEROSONIC CORP,AIM1,109471,008015307,NYSEMKT,True,Domestic Common Stock,Industrials,Aerospace & Defense,3812,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment,USD,Florida; U.S.A,dbfc3328801d468bcf02d31b618b3d43
ASHFORD INC,AINC,1604738,044104107,NYSEMKT,False,Domestic Common Stock,Financial Services,Asset Management,8742,Services,Services-Management Consulting Services,,Business Services,USD,Texas; U.S.A,60c934011448311c2239b8c0c83ec09c
AIR INDUSTRIES GROUP,AIRI,1009891,00912N205 00912N403 00912N106 044814200 42216P205,NYSEMKT,False,Domestic Common Stock,Industrials,Aerospace & Defense,3728,Manufacturing,Aircraft Parts & Auxiliary Equipment Nec,,Aircraft,USD,New York; U.S.A,773725ad0ade395f26efaecdf370bd95
ABRDN EMERGING MARKETS EQUITY INCOME FUND INC,AEF,846676,00301W105 168834109,NYSEMKT,False,CEF,,,,,,,,USD,Pennsylvania; U.S.A,44ff01fa2059e0d19d8c56892122d34a
ASSISTED LIVING CONCEPTS INC,ALF1,929994,04543L109,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Care Facilities,8050,Services,Services-Nursing & Personal Care Facilities,,Healthcare,USD,Wisconsin; U.S.A,b23c46fa20f05b15bcd597dadc91969c
ALTERRA HEALTHCARE CORP,ALI,1013218,02146C104 02145K107,NYSEMKT,True,Domestic Common Stock,Healthcare,Health Information Services,8300,Services,Services-Social Services,,Personal Services,USD,Wisconsin; U.S.A,8dcc903096d7cd0fd4e283359cb2d06c
ALIO GOLD INC,ALO,1502154,88741P103 01627X108,NYSEMKT,True,ADR Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,f7f6b0f5d64f20af70da91b6614cc352
ALTEVA INC,ALTV,104777,02153V102 936750108,NYSEMKT,True,Domestic Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Pennsylvania; U.S.A,4da91107703ee8010768f636eeffd086
ALLOU HEALTH & BEAUTY CARE INC,ALU1,846538,019782101,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Leisure,5122,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,,Wholesale,USD,New York; U.S.A,9056da1cfc902bc531c2d1cc4158f2e1
AMBIPAR EMERGENCY RESPONSE,AMBI,1937441,G32219100 G02532102,NYSEMKT,False,ADR Common Stock Primary Class,Industrials,Waste Management,4955,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,,Almost Nothing,BRL,Brazil,25bd476e5a86ad42ae094fc645985188
AMBOW EDUCATION HOLDING LTD,AMBO,1494558,02322P200 02322P101 02322P309,NYSEMKT,False,ADR Common Stock,Consumer Defensive,Education & Training Services,8200,Services,Services-Educational Services,,Personal Services,CNY,China,93340e8dd85249587094d5caa11ad4ea
AMERICAN TECHNICAL CERAMICS CORP,AMK1,766430,030137103,NYSEMKT,True,Domestic Common Stock,Industrials,Electrical Equipment & Parts,3670,Manufacturing,Electronic Components & Accessories,,Electronic Equipment,USD,New York; U.S.A,dab76c1b3620222e12f4d70dde043ce4
AMNET MORTGAGE INC,AMNT,1035744,02926T103 03169A108,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,California; U.S.A,f3b4b0725f67476efd9f0d2020f3dbd3
AMPIO PHARMACEUTICALS INC,AMPE,1411906,03209T109 03209T208 03209T307,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Colorado; U.S.A,a6034b2670f4222520e8a4fb07ac7c1a
AMERICAN SHARED HOSPITAL SERVICES,AMS,744825,029595105,NYSEMKT,False,Domestic Common Stock,Healthcare,Medical Care Facilities,8071,Services,Services-Medical Laboratories,,Healthcare,USD,California; U.S.A,bbb03ad4fd7873839e3d46d2049e5d54
AMWEST INSURANCE GROUP INC,AMWT,780118,032345100,NYSEMKT,True,Domestic Common Stock,Financial Services,Insurance - Specialty,6351,Finance Insurance And Real Estate,Surety Insurance,,Insurance,USD,California; U.S.A,2cc59ec16fecdb444f8a353796da26b4
AMREIT,AMYRZ,913957,032158107 03215R105,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Texas; U.S.A,8eacf0e65646b62ea266e172a129a960
AMERICAN EAGLE ENERGY CORP,AMZGQ,1282613,02554F300 02554F102 29759Y107,NYSEMKT,True,Domestic Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,Colorado; U.S.A,12d3b11e04222a7d0fc3159ab41df766
ACADIANA BANCSHARES INC,ANA,1011024,004280103,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Louisiana; U.S.A,267fa2317c16aa48346d867f1b0e1fda
ANDREA ELECTRONICS CORP,ANDR,6494,034393108,NYSEMKT,True,Domestic Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,New York; U.S.A,83befd78eaa6268be8e7b7a0de8f8f4e
ALLIANCE BANCORP OF NEW ENGLAND INC,ANE1,1046002,01852Q109,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6036,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking,USD,Connecticut; U.S.A,905b9d62c6fce32675c4745222f3e6a7
AUDIO COMMUNICATIONS NETWORK INC,ANI,53678,05069E106,NYSEMKT,True,Domestic Common Stock,Technology,Software - Application,7389,Services,Services-Business Services Nec,,Business Services,USD,Florida; U.S.A,bc300962edc67939ade45d9c6ca9c3d1
ANORMED INC,ANOR,1341988,035910108,NYSEMKT,True,Canadian Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,CAD,British Columbia; Canada,2ab1278f0e2248acefb033f71a012fc9
AIRNET SYSTEMS INC,ANS,1011696,009417106,NYSEMKT,True,Domestic Common Stock,Industrials,Airlines,4512,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,USD,Ohio; U.S.A,e0bc7ca9f1040f51573ea6876917c28a
ALLIED NEVADA GOLD CORP,ANVGQ,1376610,019344100 448629105,NYSEMKT,True,Domestic Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Nevada; U.S.A,a512cb7c6b11ef8ecfa2b8875d27257e
ANTEX BIOLOGICS INC,ANXB,893692,03672W308,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,Maryland; U.S.A,88de5ef6e93ae4a10de40a920daf1f46
AURORA OIL & GAS CORP,AOGSQ,933157,156422107 12738N103,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Michigan; U.S.A,9d488fd7bb95d7e228ff9c2fe4aca5cb
APPLE ORTHODONTIX INC,AOI.A,1031176,037849106,NYSEMKT,True,Domestic Common Stock,Healthcare,Health Information Services,8000,Services,Services-Health Services,,Healthcare,USD,Texas; U.S.A,e843098d54f6f0c15479305da2c01343
APPONLINE COM INC,AOPL,353646,03832H100,NYSEMKT,True,Domestic Common Stock,Financial Services,Mortgage Finance,6162,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,,Banking,USD,New York; U.S.A,c4a3c7b965a3c27089e83172ade74226
AOXING PHARMACEUTICAL COMPANY INC,AOXG,1060426,03740A106 16937H106,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,California; U.S.A,a76d84a3a08b61ea1f144f1f155bd30f
ATLANTIC PREMIUM BRANDS LTD,APBL,912609,04878P105 048263107,NYSEMKT,True,Domestic Common Stock,Consumer Defensive,Food Distribution,5140,Wholesale Trade,Wholesale-Groceries & Related Products,,Wholesale,USD,Illinois; U.S.A,5e37bf38eafa5fc7db9e04d9b60f69df
ADVANCED PHOTONIX INC,API1,869986,00754E107,NYSEMKT,True,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,Michigan; U.S.A,98bef5f23fe0b2a6e8c819e4647ffea0
AMERICAN APPAREL INC,APPCQ,1336545,023850100 292577103 292577202 023850209,NYSEMKT,True,Domestic Common Stock,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,California; U.S.A,e6584a0a68ea608c97bb25c6f68a01ab
COLLEGELINK COM INCORP,APS,95047,194535100,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Residential Construction,2451,Manufacturing,Mobile Homes,,Construction Materials,USD,Alabama; U.S.A,12797e2b16fc31afcd767c2a17469b83
ALPHA PRO TECH LTD,APT,884269,020772109,NYSEMKT,False,Domestic Common Stock,Basic Materials,Building Products & Equipment,3842,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment,USD,Ontario; Canada,05b69678f6ba010f84f592138fffa70e
GOLDEN MINERALS CO,APXSQ,1011509,G04074103,NYSEMKT,True,Domestic Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Colorado; U.S.A,58b8768e35aee777011cdbe0e863e5c4
ACQUITY GROUP LTD,AQ1,1527635,00489C103,NYSEMKT,True,ADR Common Stock,Technology,Software - Application,7389,Services,Services-Business Services Nec,,Business Services,USD,Hong Kong,cab6b66cd22ed9a10ab164e722ade405
AMERICAN QUANTUM CYCLES INC,AQCY,1041970,02914P204,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Auto Manufacturers,3751,Manufacturing,Motorcycles Bicycles & Parts,,Consumer Goods,USD,Florida; U.S.A,815ba16e141f7032b54a9293131cb774
AMERICAN SPECTRUM REALTY INC,AQQSQ,1121783,02970Q203 02970Q104,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Texas; U.S.A,0931012e4488da57e6a6b31070a80bad
ARENA GROUP HOLDINGS INC,AREN,894871,040044109 88339B102 45812Y207,NYSEMKT,False,Domestic Common Stock,Communication Services,Internet Content & Information,4841,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,USD,Washington; U.S.A,9b06c578e9071812a91f29ffa5e1aa2b
ARM FINANCIAL GROUP INC,ARMGQ,910562,001944107,NYSEMKT,True,Domestic Common Stock,Financial Services,Insurance - Life,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance,USD,Kentucky; U.S.A,2e32121c6973f862d513191893fee3e1
ARIS MINING CORP,ARMN,1964504,04040Y109,NYSEMKT,False,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,4eab51bbf63d130bbbb1ccbda1f8e176
ARMATA PHARMACEUTICALS INC,ARMP,921114,04216R102 03211P202 03211P301 87612M108 03211P103,NYSEMKT,False,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,California; U.S.A,511f3e695020a8a5aa2f532de20a8f3c
ASCONI CORP,ASCD,847917,04363Q204,NYSEMKT,True,Domestic Common Stock,Consumer Defensive,Beverages - Wineries & Distilleries,2080,Manufacturing,Beverages,,Beer & Liquor,USD,Florida; U.S.A,dab23a23bab384d525bcb8e4f31e66dc
AVINO SILVER & GOLD MINES LTD,ASM,316888,053906103,NYSEMKT,False,Canadian Common Stock,Basic Materials,Other Precious Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,c43bf75a3724de01dd1c773dfcefdd7e
EKIMAS CORP,ASNB,1011060,00767T109 14160C100 28265K106 28265K205,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,Massachusetts; U.S.A,97c02b889acf9bff4f59b536cfda22d8
ASTERIAS BIOTHERAPEUTICS INC,AST,1572552,04624N107,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,California; U.S.A,7f820c4170bf701814a43f4e85a0e1e6
AUDITS & SURVEYS WORLDWIDE INC,ASW1,99703,050839109,NYSEMKT,True,Domestic Common Stock,Industrials,Specialty Business Services,8700,Services,Services-Engineering Accounting Research Management,,Business Services,USD,New York; U.S.A,eeec50884c9d70cb0aa8f8f732e3bc50
ASENSUS SURGICAL INC,ASXC,876378,89366M201 04367G103 89366M300 151167103 151167301 78645Y102 89366M102,NYSEMKT,False,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,North Carolina; U.S.A,8dcf11c225d7684f60b2be59031f2604
ATLASCLEAR HOLDINGS INC,ATCH,1830795,74767A105 128745106,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Florida; U.S.A,039f50ecee046ec9520517a0c8db8c3e
APOGEE TECHNOLOGY INC,ATCS1,823876,03760F100,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,Massachusetts; U.S.A,35bf40bde36ee84c197cb05d399a4d81
ATHENA TECHNOLOGY ACQUISITION CORP II,ATEK,1882198,04687C105,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,e3ca89e35ebfff7f7e85c5b6cebe9f7e
AMERICAN TELECOM SERVICES INC,ATEL,1336467,03015P101,NYSEMKT,True,Domestic Common Stock,Technology,Communication Equipment,5065,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,,Wholesale,USD,California; U.S.A,57af12f0b592f6c5748359840632937c
ACTINIUM PHARMACEUTICALS INC,ATNM,1388320,00507W107 00507W206 68274T102,NYSEMKT,False,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,New York; U.S.A,1429bd63d75704bec311811843ad958d
ATS CORP,ATSC1,1325460,00211E104 313833105 00211E203,NYSEMKT,True,Domestic Common Stock,Technology,Information Technology Services,8742,Services,Services-Management Consulting Services,,Business Services,USD,Virginia; U.S.A,af30d9855170a3ba8673441a10a60ad7
ASIA TIME CORP,ATYM,1361916,04519U109,NYSEMKT,True,Domestic Common Stock,Financial Services,Capital Markets,5094,Wholesale Trade,Wholesale-Jewelry Watches Precious Stones & Metals,,Wholesale,USD,China,3a4b7cbc18493f7949c614a25e59d7ee
AULT ALLIANCE INC,AULT,896493,09175M101 05150X104 26140E600 26140E105 253862106 09175M408 26140E501 09175M507,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Aerospace & Defense,3679,Manufacturing,Electronic Components Nec,,Electronic Equipment,USD,California; U.S.A,0ec6d2d2b4653cca359bda5c3acdbbc2
GOLDEN MINERALS CO,AUMN,1011509,381119106 381119403,NYSEMKT,False,Domestic Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Colorado; U.S.A,ec7f6a214b2f8dcad27e344c6e74e28f
AUSTRAL PACIFIC ENERGY LTD,AUSPF,1041829,052526100,NYSEMKT,True,ADR Common Stock,Energy,Oil & Gas E&P,1382,Mining,Oil & Gas Field Exploration Services,,Petroleum and Natural Gas,USD,New Zealand,804b96cb111d90bb702abad0c9a0abdc
AUSTIN GOLD CORP,AUST,1817740,05223F106,NYSEMKT,False,ADR Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,CAD,British Columbia; Canada,e94500c491d5395af02bead2e2cbbf7c
AVIALL INC,AVL1,701650,05366B102,NYSEMKT,True,Domestic Common Stock,Industrials,Airports & Air Services,5080,Wholesale Trade,Wholesale-Machinery Equipment & Supplies,,Wholesale,USD,Texas; U.S.A,0f971fb06aa5f45b6c39d98ea84418d2
AVALON ADVANCED MATERIALS INC,AVLNF,1362898,053470100 05337L106 05337L304,NYSEMKT,True,ADR Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,CAD,Ontario; Canada,38c2ae3059ec13aa0cde62696886668d
AVIVA PETROLEUM INC,AVV,910659,05379P304,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,f8c467d4923da8f4a1804c54e175227f
ALBA WALDENSIAN INC,AWS,3292,012041109,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Textile Manufacturing,2250,Manufacturing,Knitting Mills,,Textiles,USD,North Carolina; U.S.A,f9281519f66c0885e0e0fce9ad7c97cd
AVALON HOLDINGS CORP,AWX,1061069,05343P109,NYSEMKT,False,Domestic Common Stock,Industrials,Waste Management,4953,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,,Almost Nothing,USD,Ohio; U.S.A,134581ab3bed5010363e78c2e1a70df2
AXIL BRANDS INC,AXIL,1718500,76151R206 76151R107,NYSEMKT,False,Domestic Common Stock,Consumer Defensive,Household & Personal Products,2844,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,USD,California; U.S.A,373bd735b15490ad14ab2873f9a0c577
AXM PHARMA INC,AXMP,1113643,002457109,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,California; U.S.A,abb2620e508c588c47afc04c45d9d1c8
AXS ONE INC,AXSO,947427,205631104 002458107,NYSEMKT,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,New Jersey; U.S.A,88cd2285c2c40b7028b20350af3f35bd
ALEXCO RESOURCE CORP,AXU,1364128,01535P106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Precious Metals & Mining,1040,Mining,Gold And Silver Ores,,Precious Metals,CAD,British Columbia; Canada,e4b5a9be0bbf9588f3bea61983b1fbc2
ACSYS INC,AYS,1047113,00087X103,NYSEMKT,True,Domestic Common Stock,Industrials,Staffing & Employment Services,7363,Services,Services-Help Supply Services,,Business Services,USD,Georgia; U.S.A,41c233854acda4285cf969e428405111
AUGUSTA RESOURCE CORP,AZC,1353123,050912203,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,48f82e169db407e02fd923ea153a9a0b
AURIZON MINES LTD,AZK,913955,05155P106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Uranium,1090,Mining,Miscellaneous Metal Ores,,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,26f7b8a8daec893ff46787193867acf5
